"","intercambio","genero","uni","conocimiento_intercambio","prendas_entrada","prendas_salida","puntos_entrada","puntos_salida","hora_inscripcion","destacable_evento","repetidor","puntos_extra","puntos_antes","hora_entrada","fiel_intercambio","entrada_prenda_1","entrada_prenda_2","entrada_prenda_3","entrada_prenda_4","entrada_prenda_5","hora_salida","salida_prenda_1","salida_prenda_2","salida_prenda_3","salida_prenda_4","salida_prenda_5","salida_prenda_6","salida_prenda_7","salida_prenda_8","salida_prenda_9"
"455","2024_4","Mujer","UC3M","Otros intercambios",5,2,13,7,2024-04-17 13:00:41.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2024_4","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2024-04-17 13:08:46.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2024_4","Hombre","UC3M","Amigos",1,1,4,0,2024-04-17 13:09:21.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2024_4","Mujer","URJC","Amigo organizador",NA,NA,15,NA,2024-04-17 13:28:57.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2024_4","Hombre","UC3M","Amigo organizador",11,3,30,16,2024-04-17 13:29:00.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2024_4","Hombre","UC3M","Amigo organizador",2,NA,8,NA,2024-04-17 13:32:12.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2024_4","Hombre","UC3M","Comunicación UC3M",NA,1,25,23,2024-04-17 13:37:41.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2024_4","Hombre","UC3M","Comunicación UC3M",5,2,14,7,2024-04-17 13:39:13.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2024_4","Mujer","UC3M","Amigos",3,3,11,8,2024-04-17 13:45:55.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2024_4","Mujer","UC3M","Amigos",NA,1,3,2,2024-04-17 13:52:21.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2024_4","No binario","UC3M","Amigos",5,NA,15,NA,2024-04-17 14:04:46.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2024_4","Mujer","UC3M","Comunicación UC3M",3,1,9,5,2024-04-17 14:06:25.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2024_4","Mujer","UC3M","Redes MUCAM",NA,NA,2,NA,2024-04-17 14:07:36.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2024_4","No binario","UC3M","Amigos",5,2,10,6,2024-04-17 14:07:59.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2024_4","Mujer","No soy de la universidad...","Amigos",2,2,7,1,2024-04-17 14:16:43.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2024_4","No binario","UC3M","Otros intercambios",1,1,4,NA,2024-04-17 14:16:59.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2024_4","Mujer","UC3M","Amigos",3,2,5,0,2024-04-17 14:37:54.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2024_4","Mujer","UC3M","Amigos",4,NA,8,NA,2024-04-17 14:38:17.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2024_4","Mujer","UC3M","Amigos",NA,4,10,3,2024-04-17 14:38:50.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2024_4","Hombre","UC3M","Amigos",NA,NA,4,NA,2024-04-17 14:44:54.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2024_4","Mujer","UC3M","Amigos",2,1,6,0,2024-04-17 14:45:29.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2024_4","Mujer","UC3M","Comunicación UC3M",3,2,8,0,2024-04-17 14:45:57.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2024_4","Mujer","UC3M","Comunicación UC3M",5,5,16,0,2024-04-17 15:29:57.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2024_4","Mujer","UC3M","Otros intercambios",5,2,14,10,2024-04-17 15:42:40.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2024_4","Hombre","UC3M","Amigo organizador",5,6,19,0,2024-04-17 15:59:14.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2024_4","Mujer","UC3M","Amigo organizador",2,NA,8,NA,2024-04-17 16:00:35.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2024_4","Mujer","No soy de la universidad...","Otros intercambios",0,NA,2,NA,2024-04-17 16:00:36.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2024_4","Mujer","No soy de la universidad...","Amigo organizador",5,7,17,0,2024-04-17 16:01:57.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2024_4","Hombre","UC3M","Amigos",2,NA,6,NA,2024-04-17 16:04:45.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2024_4","Hombre","UC3M","Amigo organizador",3,1,5,3,2024-04-17 16:10:10.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2024_4","Mujer","UC3M","Comunicación UC3M",5,1,18,15,2024-04-17 16:10:34.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2024_4","Hombre","UC3M","Amigo organizador",NA,NA,NA,NA,2024-04-17 16:13:12.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2024_4","Mujer","UC3M","Otros intercambios",3,2,9,3,2024-04-17 16:34:04.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2024_4","Mujer","UC3M","Amigo organizador",3,2,12,5,2024-04-17 16:34:29.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2024_4","Mujer","UC3M","Amigo organizador",NA,1,22,19,2024-04-17 16:38:06.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2024_4","Mujer","No soy de la universidad...","Amigo organizador",6,6,30,16,2024-04-17 16:51:58.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2024_4","Hombre","No soy de la universidad...","Amigo organizador",NA,NA,NA,NA,2024-04-17 16:53:44.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2024_4","Mujer","UC3M","Amigos",2,NA,7,NA,2024-04-17 17:45:35.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2024_4","Mujer","UC3M","Comunicación UC3M",2,1,6,3,2024-04-17 17:45:37.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2024_4","Hombre","UC3M","Amigos",1,1,3,1,2024-04-17 17:45:44.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2024_4","Mujer","UC3M","Comunicación UC3M",NA,2,6,0,2024-04-17 17:47:01.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2024_4","Hombre","UC3M","Amigos",NA,1,5,3,2024-04-17 17:47:06.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2024_4","No binario","UC3M","Amigos",2,NA,4,NA,2024-04-17 17:47:14.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2024_4","Mujer","UC3M","Otros intercambios",NA,NA,NA,NA,2024-04-17 17:47:33.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2024_4","Mujer","UC3M","Comunicación UC3M",NA,2,6,0,2024-04-17 17:47:51.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2024_4","Hombre","UC3M","Amigos",NA,NA,2,NA,2024-04-17 17:48:44.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2024_4","Mujer","UC3M","Otros intercambios",NA,NA,2,NA,2024-04-17 17:49:20.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2024_4","Mujer","UC3M","Comunicación UC3M",NA,1,3,0,2024-04-17 17:54:32.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2024_4","Mujer","UC3M","Amigos",NA,1,3,0,2024-04-17 17:55:10.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2024_4","Hombre","UC3M","Comunicación UC3M",NA,1,2,0,2024-04-17 17:56:11.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2024_4","Mujer","UC3M","Amigo organizador",NA,NA,10,8,2024-04-17 17:57:12.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2024_4","Mujer","No soy de la universidad...","Amigos",5,3,16,10,2024-04-17 17:58:44.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2024_4","Hombre","UC3M","Otros intercambios",4,NA,22,NA,2024-04-17 18:04:01.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2024_4","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2024-04-17 18:18:16.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2024_4","Mujer","UC3M","Comunicación UC3M",5,4,16,5,2024-04-17 18:21:52.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2024_4","Mujer","UC3M","Amigos",NA,1,NA,2,2024-04-17 18:24:48.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2024_4","Mujer","UC3M","Otros intercambios",NA,1,3,0,2024-04-17 18:28:09.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2024_4","Mujer","UC3M","Amigos",NA,1,3,0,2024-04-17 18:28:42.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2024_4","Mujer","UC3M","Amigos",NA,1,3,0,2024-04-17 18:29:25.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2024_4","Mujer","UC3M","Amigos",NA,1,3,NA,2024-04-17 18:29:38.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2024_4","Mujer","UC3M","Amigos",NA,1,3,0,2024-04-17 18:40:21.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2024_4","Hombre","UC3M","Amigos",NA,1,3,0,2024-04-17 18:41:54.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2024_4","Hombre","UC3M","Amigos",3,1,1,0,2024-04-17 18:45:46.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2024_4","Hombre","No soy de la universidad...","Amigo organizador",NA,NA,NA,NA,2024-04-17 18:48:24.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2024_11","Mujer","UC3M",NA,NA,1,NA,NA,2024-11-11 16:03:11.779,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2024_11","Hombre","UC3M",NA,NA,5,NA,NA,2024-11-11 16:05:49.37,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2024_11","Mujer","UPM",NA,NA,4,NA,NA,2024-11-11 16:20:03.99,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2024_11","Mujer","UC3M",NA,4,NA,23,3,2024-11-11 18:34:31.425,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2024_11","No binario","UC3M",NA,5,5,25,6,2024-11-11 18:36:46.216,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2024_11","Mujer","UPM",NA,NA,NA,NA,NA,2024-11-11 18:45:55.57,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2024_11","Mujer","UPM","Amigo organizador",NA,NA,NA,NA,2024-11-11 18:46:03.717,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2024_11","Mujer","UC3M",NA,NA,4,NA,NA,2024-11-11 18:50:10.815,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2024_11","Mujer","URJC",NA,NA,NA,NA,NA,2024-11-11 19:13:39.076,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2024_11","Mujer","No soy de la universidad...",NA,5,2,22,18,2024-11-11 19:45:35.278,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2024_11","Mujer","No soy de la universidad...",NA,NA,NA,NA,NA,2024-11-11 19:48:22.344,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2024_11","Mujer","No soy de la universidad...","Amigo organizador",NA,NA,NA,NA,2024-11-11 20:29:41.068,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2024_11","Mujer","UC3M",NA,5,NA,12,NA,2024-11-11 21:22:34.255,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2024_11","Hombre","UC3M","Amigo organizador",NA,NA,NA,NA,2024-11-11 22:16:50.786,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2024_11","Mujer","UC3M",NA,5,4,28,11,2024-11-11 22:22:37.794,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2024_11","Mujer","UC3M",NA,5,4,13,13,2024-11-11 22:26:29.134,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2024_11","Hombre","No soy de la universidad...",NA,5,NA,18,0,2024-11-11 22:27:43.158,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2024_11","Mujer","UC3M",NA,1,1,16,2,2024-11-12 08:44:45.387,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2024_11","Mujer","UC3M","Comunicación UC3M",5,4,12,1,2024-11-12 10:12:46.532,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-12 11:08:53.715,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2024_11","Mujer","UC3M",NA,4,1,9,7,2024-11-12 11:52:46.401,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2024_11","Mujer","UC3M",NA,4,1,10,2,2024-11-12 15:21:19.669,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2024_11","Mujer","UC3M","Amigos",3,NA,18,8,2024-11-12 15:21:56.722,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2024_11","No binario","UC3M",NA,2,1,5,1,2024-11-12 15:45:01.888,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2024_11","Mujer","UC3M",NA,NA,5,25,22,2024-11-12 15:51:44.086,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2024_11","Hombre","UCM","Amigo organizador",4,NA,19,17,2024-11-12 15:54:29.817,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2024_11","Mujer","UC3M",NA,3,NA,10,6,2024-11-12 17:26:44.121,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-12 17:29:49.784,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2024_11","Mujer","UC3M",NA,4,2,12,6,2024-11-12 18:15:09.795,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2024_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2024-11-12 18:32:59.41,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2024_11","Mujer","UC3M",NA,5,NA,23,14,2024-11-12 18:40:55.167,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2024_11","Mujer","UCM","Amigo organizador",4,3,18,6,2024-11-12 18:43:21.725,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2024_11","Mujer","No soy de la universidad...",NA,5,7,23,23,2024-11-12 19:01:56.67,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2024_11","Hombre","UC3M",NA,6,3,27,15,2024-11-12 19:04:21.975,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2024_11","Mujer","UC3M",NA,5,7,30,10,2024-11-12 19:52:31.434,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2024_11","Mujer","Universidad Villanueva",NA,NA,NA,NA,NA,2024-11-12 20:23:57.761,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2024_11","Mujer","antes uc3m ahora ucm","Amigo organizador",NA,NA,NA,NA,2024-11-12 21:08:47.533,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2024_11","Mujer","UC3M",NA,5,7,23,4,2024-11-12 21:09:40.184,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2024_11","Hombre","UCM","Amigo organizador",4,1,17,14,2024-11-12 22:09:44.914,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2024_11","Mujer","UC3M",NA,1,2,14,8,2024-11-12 23:16:35.64,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2024_11","Mujer","UC3M",NA,5,2,25,17,2024-11-13 00:39:32.973,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2024_11","Hombre","UEM","Amigo organizador",NA,NA,NA,NA,2024-11-13 01:11:34.462,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2024_11","Mujer","UC3M",NA,5,4,16,2,2024-11-13 03:09:21.504,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2024_11","Mujer","UC3M",NA,5,5,19,2,2024-11-13 06:08:06.863,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2024_11","Mujer","UC3M",NA,5,8,25,6,2024-11-13 08:38:07.82,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2024_11","Mujer","UC3M",NA,1,2,8,2,2024-11-13 09:07:09.714,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2024_11","Mujer","UC3M","Comunicación UC3M",5,5,17,4,2024-11-13 09:35:40.355,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2024_11","Mujer","UC3M","Amigo organizador",NA,NA,NA,NA,2024-11-13 11:07:19.437,NA,"Primera vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-13 11:40:07.749,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-13 11:40:25.341,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2024_11","Mujer","UC3M",NA,5,3,16,7,2024-11-13 12:06:56.351,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2024_11","Mujer","UC3M",NA,NA,NA,NA,NA,2024-11-13 12:09:40.42,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2024_11","Hombre","UC3M",NA,18,3,25,19,2024-11-13 14:59:38.671,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2024_11","Hombre","UC3M",NA,1,NA,6,0,2024-11-13 14:59:42.966,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2024_11","Hombre","UC3M",NA,4,2,13,9,2024-11-13 15:28:33.464,NA,"Varias veces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2024_11","Mujer","UC3M",NA,3,2,9,4,2024-11-13 16:12:18.984,NA,"Segunda vez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
