"","intercambio","genero","uni","conocimiento_intercambio","prendas_entrada","prendas_salida","puntos_entrada","puntos_salida","hora_inscripcion","destacable_evento","repetidor","puntos_extra","puntos_antes","hora_entrada","fiel_intercambio","entrada_prenda_1","entrada_prenda_2","entrada_prenda_3","entrada_prenda_4","entrada_prenda_5","hora_salida","salida_prenda_1","salida_prenda_2","salida_prenda_3","salida_prenda_4","salida_prenda_5","salida_prenda_6","salida_prenda_7","salida_prenda_8","salida_prenda_9"
"1","2023_11","Hombre","UC3M","Amigos",NA,NA,NA,NA,2023-11-29 12:36:17.009,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2023_11","Mujer","No soy de la Universidad","Amigo organizador",7,2,25,19,2023-11-21 23:10:31.052,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2023_11","Mujer","URJC","Amigo organizador",NA,NA,NA,NA,2023-11-21 22:55:02.329,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2023_11","Mujer","UAH","Otros",NA,NA,NA,NA,2023-11-28 07:20:18.211,"El Intercambio de ropa, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2023_11","Hombre","UC3M","Amigo organizador",3,3,13,3,2023-11-28 00:10:23.459,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-28 12:18:38.855,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2023_11","Mujer","UC3M","Comunicación UC3M",5,5,17,0,2023-11-29 14:13:02.067,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2023_11","Hombre","No soy de la Universidad","Amigos",NA,NA,NA,NA,2023-11-26 20:25:12.556,"El Intercambio de ropa, Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2023_11","Hombre","UC3M","Otros",9,7,26,-1,2023-11-21 17:25:50.879,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2023_11","Mujer","UC3M","Amigos",4,2,17,8,2023-11-29 12:13:16.389,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2023_11","Mujer","No soy de la Universidad","Amigo organizador",5,3,20,10,2023-11-21 19:11:58.064,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2023_11","Mujer","UC3M","Comunicación UC3M",1,1,3,0,2023-11-27 10:39:46.685,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-21 23:28:15.313,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2023_11","Mujer","UC3M","Comunicación UC3M",4,4,10,1,2023-11-28 12:23:15.796,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2023_11","No binario","UC3M","Comunicación UC3M",5,4,12,0,2023-11-29 12:02:04.559,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 12:38:15.75,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2023_11","Hombre","UC3M","Comunicación UC3M",3,1,18,14,2023-11-24 17:22:11.785,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2023_11","Mujer","UC3M","Amigo organizador",14,1,44,28,2023-11-29 10:07:24.557,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-24 18:08:35.733,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2023_11","Mujer","UC3M","Comunicación UC3M",5,3,16,9,2023-11-29 00:29:58.108,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2023_11","Mujer","UC3M","Amigos",2,NA,9,NA,2023-11-29 13:03:24.939,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2023_11","Mujer","No soy de la Universidad","Otros",5,6,24,3,2023-11-28 00:12:46.616,"El Intercambio de ropa, Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2023_11","Mujer",NA,"Otros",4,4,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2023_11","Mujer","UC3M","Amigo organizador",4,4,13,2,2023-11-21 20:38:27.499,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-21 23:09:41.78,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2023_11","Mujer","UC3M","Amigo organizador",21,NA,78,64,2023-11-27 14:31:03.229,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2023_11","Hombre","UC3M","Amigo organizador",10,3,30,23,2023-11-29 10:53:28.419,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2023_11","Mujer","UC3M","Redes MUCAM",7,1,18,12,2023-11-23 00:47:06.058,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2023_11","Mujer","UC3M","Material impreso",NA,NA,NA,NA,2023-11-28 12:27:28.635,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-29 08:48:29.299,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2023_11","Mujer","UC3M","Amigos",5,3,14,4,2023-11-23 20:55:59.092,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2023_11","Mujer","UAH","Amigos",NA,NA,NA,NA,2023-11-22 13:07:53.828,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 13:43:34.842,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2023_11","Mujer","UC3M","Comunicación UC3M",5,3,13,0,2023-11-24 17:24:10.607,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2023_11","Mujer","URJC","Amigo organizador",NA,NA,NA,NA,2023-11-27 20:38:41.974,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 12:53:31.618,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2023_11","Mujer","No soy de la Universidad","Otros",10,NA,35,NA,2023-11-29 11:13:56.883,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2023_11","Mujer","URJC","Amigos",5,6,20,1,2023-11-28 17:37:23.603,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2023_11","Hombre","UC3M","Comunicación UC3M",NA,1,NA,0,2023-11-29 17:52:55.86,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2023_11","Mujer","No soy de la Universidad","Otros",NA,NA,NA,NA,2023-11-27 20:49:04.44,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2023_11","Mujer","URJC","Amigos",NA,NA,NA,NA,2023-11-23 10:39:53.427,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2023_11","Mujer","UC3M","Comunicación UC3M",11,7,30,10,2023-11-29 13:29:30.182,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2023_11","Mujer","UC3M","Amigo organizador",9,10,53,25,2023-11-29 10:28:28.496,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY), Sección de prendas de fiesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2023_11","Hombre","UC3M","Comunicación UC3M",7,9,30,1,2023-11-28 12:04:17.305,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-21 23:26:31.646,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2023_11","Mujer","Escuni","Amigos",NA,NA,NA,NA,2023-11-22 11:52:37.721,"El Intercambio de ropa, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2023_11","Mujer","UPM","Amigo organizador",6,8,76,3,2023-11-22 21:39:07.023,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2023_11","Mujer","UC3M","Amigo organizador",6,NA,19,NA,2023-11-29 15:45:10.659,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2023_11","Hombre","UC3M","Comunicación UC3M",2,3,10,2,2023-11-29 11:45:09.181,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2023_11","Mujer","UC3M","Amigo organizador",NA,NA,NA,NA,2023-11-27 20:25:16.047,"Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 14:08:29.453,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2023_11","Hombre","UEM","Amigos",5,3,18,9,2023-11-29 10:31:38.978,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2023_11","Hombre","UC3M","Amigo organizador",6,1,12,10,2023-11-28 21:00:58.142,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2023_11","Mujer","UC3M","Redes MUCAM",5,NA,14,NA,2023-11-23 10:51:54.277,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2023_11","Mujer","No soy de la Universidad","Comunicación UC3M",NA,NA,NA,NA,2023-11-27 23:11:53.737,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2023_11","Mujer","UC3M","Comunicación UC3M",NA,1,NA,NA,2023-11-29 17:53:17.966,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2023_11","Hombre","UC3M","Comunicación UC3M",1,NA,3,0,2023-11-29 16:24:57.187,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2023_11","Mujer","UC3M","Amigos",5,7,26,2,2023-11-28 20:18:11.069,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-29 14:40:31.279,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2023_11","Mujer","UC3M","Comunicación UC3M",4,2,9,0,2023-11-29 16:12:01.172,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2023_11","Mujer","UC3M","Amigos",1,1,3,0,2023-11-28 16:39:49.241,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2023_11","Mujer","UC3M","Material impreso",NA,NA,NA,NA,2023-11-22 22:09:16.332,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2023_11","Hombre","UC3M","Amigo organizador",5,5,30,12,2023-11-29 11:16:28.741,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2023_11","Mujer","UC3M","Comunicación UC3M",2,NA,8,NA,2023-11-29 16:17:53.937,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2023_11","Mujer","UC3M","Comunicación UC3M",2,4,13,0,2023-11-29 12:07:33.38,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 11:42:03.802,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2023_11","Mujer","UC3M","Amigos",5,NA,10,NA,2023-11-29 12:04:37.639,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2023_11","Hombre","UC3M","Amigo organizador",5,1,18,16,2023-11-21 21:08:45.117,"Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2023_11","Mujer","UC3M","Amigos",NA,NA,NA,NA,2023-11-28 11:45:34.786,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2023_11","No binario","IES Alberto corazón","Amigos",NA,NA,NA,NA,2023-11-27 21:49:19.482,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2023_11","No binario","No soy de la Universidad","Amigos",6,3,18,11,2023-11-29 16:41:58.183,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2023_11","Mujer","UC3M","Comunicación UC3M",1,NA,2,NA,2023-11-29 12:07:05.688,"Sostenibilidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2023_11","Mujer","UC3M","Comunicación UC3M",3,4,13,0,2023-11-29 12:12:59.519,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2023_11","Mujer","Francisco de vitoria","Amigo organizador",NA,NA,NA,NA,2023-11-24 17:26:38.07,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2023_11","Mujer","UC3M","Comunicación UC3M",5,5,17,-1,2023-11-24 17:29:35.656,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 12:41:08.627,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2023_11","Hombre","UC3M","Amigo organizador",4,NA,14,NA,2023-11-21 21:49:42.168,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2023_11","Hombre","UC3M","Amigo organizador",3,2,10,4,2023-11-21 21:21:45.224,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2023_11","Hombre","UC3M","Amigos",2,NA,12,NA,2023-11-26 14:27:30.657,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2023_11","Hombre","UC3M","Amigo organizador",5,NA,30,NA,2023-11-29 16:04:57.637,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2023_11","Hombre","UC3M","Amigos",5,1,15,11,2023-11-29 13:02:51.967,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2023_11","Mujer","No soy de la Universidad","Amigo organizador",7,7,23,22,2023-11-29 16:45:07.871,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2023_11","Mujer","UC3M","Amigo organizador",NA,NA,NA,NA,2023-11-21 17:35:42.997,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-28 15:35:49.827,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2023_11","No binario","UC3M","Amigo organizador",NA,NA,NA,NA,2023-11-25 18:17:47.125,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2023_11","Mujer","UC3M","Amigo organizador",10,1,32,4,2023-11-21 21:24:09.797,"Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2023_11","Mujer","Uam","Amigo organizador",NA,NA,NA,NA,2023-11-21 23:00:04.37,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2023_11","Mujer","No soy de la Universidad","Amigo organizador",4,3,16,9,2023-11-27 23:21:32.575,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2023_11","Mujer","UC3M","Amigo organizador",1,1,30,29,2023-11-21 21:13:00.023,"El Intercambio de ropa, Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2023_11","Hombre","UC3M","Comunicación UC3M",NA,1,NA,NA,2023-11-29 16:35:50.663,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2023_11","Mujer","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-29 14:42:38.004,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2023_11","Hombre","UC3M","Comunicación UC3M",NA,NA,NA,NA,2023-11-29 16:35:12.676,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2023_11","Hombre","UC3M","Amigo organizador",NA,2,27,19,2023-11-21 18:54:22.168,"Aprender sobre el fast-fashion, la campaña pre-navideña y su impacto, mi amiga que es un poco pesada a veces pero hay que quererla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2023_11","Hombre","UPM","Redes MUCAM",NA,NA,NA,NA,2023-11-27 21:14:17.855,"El Intercambio de ropa, Taller de Upcycling (DIY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2023_11","Hombre","UC3M","Amigo organizador",4,3,14,2,2023-11-29 16:15:25.103,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2023_11","Hombre","UC3M","Amigo organizador",NA,2,30,25,2023-11-29 13:02:57.267,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2023_11","Hombre","UC3M","Amigos",5,3,14,6,2023-11-29 18:30:11.792,"Conocer a gente que le interesa el tema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2023_11","Hombre","UC3M","Amigo organizador",16,2,30,20,2023-11-29 13:02:40.273,"El Intercambio de ropa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
